Content,Label
" <br>Dear Sir,<br><br>I have used Synaptic Package Manager to install OpenFoam. It failed with errors. Following is the list of errors. <br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/main/libx/libxt/libxt-dev_1.1.1-2_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/main/libi/libibverbs/libibverbs1_1.1.3-2ubuntu1_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/o/openmpi/libopenmpi1.3_1.4.3-2.1ubuntu1_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/s/scotch/libscotch-5.1_5.1.11.dfsg-7_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/s/scotch/libptscotch-5.1_5.1.11.dfsg-7_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/o/openmpi/openmpi-common_1.4.3-2.1ubuntu1_all.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/main/libi/libibverbs/libibverbs-dev_1.1.3-2ubuntu1_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/o/openmpi/libopenmpi-dev_1.4.3-2.1ubuntu1_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/m/mpi-defaults/mpi-default-dev_0.6ubuntu1_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/main/z/zlib/zlib1g-dev_1.2.3.4.dfsg-3ubuntu3_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/s/scotch/libscotch-dev_5.1.11.dfsg-7_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/o/openmpi/openmpi-bin_1.4.3-2.1ubuntu1_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://www.openfoam.org/download/ubuntu/./dists/oneiric/main/binary-i386/openfoam210_0-1_i386.deb<br>&nbsp; Could not connect to kaz.dl.sourceforge.net:80 (88.204.157.163). - connect (101: Network is unreachable)<br><br><br>W: Failed to fetch http://www.openfoam.org/download/ubuntu/./dists/oneiric/main/binary-i386/paraviewopenfoam3120_0-1_i386.deb<br>&nbsp; Unable to connect to kaz.dl.sourceforge.net:http:<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/s/scotch/libptscotch-dev_5.1.11.dfsg-7_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br><br>W: Failed to fetch http://us.archive.ubuntu.com/ubuntu/pool/universe/o/openmpi/openmpi-checkpoint_1.4.3-2.1ubuntu1_i386.deb<br>&nbsp; Unable to connect to us.archive.ubuntu.com:http: [IP: 91.189.91.14 80]<br><br>Please suggest the solution. Thanks.<br><br>",0
"sir <br>thank for previous suggestions, we have installed the OPENFOAM<br>but when we are running the tutorial paraFoam window is not opening and showing following error<br><br><b style=""line-height: 1.428571429;"">admin123@ubuntu:~/OpenFOAM/admin123-2.2.2/run/tutorials/incompressible/icoFoam/cavity$ paraFoam</b><br><b><br>FATAL ERROR: ParaView reader module libraries do not exist<br></b><b style=""line-height: 1.428571429;""><br></b><div><b style=""line-height: 1.428571429;"">Please build the reader module before continuing:</b><b><br>cd $FOAM_UTILITIES/postProcessing/graphics/PV3Readers<br>./Allwclean<br>./Allwmake<br><br>admin123@ubuntu:~/OpenFOAM/admin123-2.2.2/run/tutorials/incompressible/icoFoam/cavity$ </b><br><br>please suggest the solution<br>&nbsp;&nbsp; thank you<br><br>",0
"&nbsp;Hi <br>&nbsp;Here lots of students are interested to learn through spoken 
tutorial .. but due to college timing they demand me for flexible 
timings . but i don't know how much hours are required to complete it. <br>&nbsp;I want to schedule workshop for java , can you please tell me How many hours required to compete these course.<br><br>&nbsp;also if possible please tell me numbers of hours required to complete all the software listed in spoken tutorial <br><br>- Rahul ",1
Play lottery and win big prizes!,1
Play lottery and win! Visit www.khelolottery.com for more info,1
"&nbsp;I have installed Kicad and python too but when I open Oscad I get the tool window but I do not get the schematic editor window but instead the following message. The environment variables are also set correctly and Kicad is installed right.&nbsp;<div>""EESCHEMA IS NOT RECOGNISED AS AN INTERNAL OR EXTERNAL COMMAND, OPERABLE PROGRAM OR BATCH FILE""</div><div>&nbsp;i saw a similar post here and tried re-installing kicad and its right. But when I try to follow a similar procedure for Ngspice, it did not open and I got a message saying ""Can't open init file"" . What could be the problem?</div><div><br></div><div><br><div><br></div></div>",0
"<span style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;"">Hi,</span><br style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;""><span style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;"">I learnt the procedure to use the oscad software.&nbsp;</span><br style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;""><span style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;"">1.Suppose I want to know the dc voltage/current across/through the resistor in the very simple circuits containing a mesh of resistors and a dc source.Do I use vplot or vprint and where do I see the required dc value of current/voltage?</span><br style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;""><span style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;"">2.Is there any constant current source available in libraries?</span><div><span style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;""><br></span></div><div><span style=""font-family: arial, sans-serif; font-size: 13px; line-height: normal;"">(query by Rahul Srivastava)</span></div>",0
"<span style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;"">While installing oscad in ubuntu13.10 i am getting error message in terminal:</span><u style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;""><i><br><br></i></u><span style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;"">Reading package lists... Done<br>Building dependency tree&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br>Reading state information... Done<br>E: Unable to locate package kicad<br>E: Unable to locate package ngspice<br>Checking python Modules......................<br>Error: Python module wx not found.<br>Trying to install wx<br>sh: 1: ./installModule.sh: Permission denied<br>Unable to find wx<br>Please re-run the ./installOSCAD.sh If you are getting this error first time<br>Please Install Python Library: python-wxgtk2.8 wx-common using package manager<br>Some python modules are not available. Kindly install them and then re-run installOSCAD.sh</span>     <div><u style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;""><i><br></i></u></div><div><u style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;""><i><br></i></u></div><div><span style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;""><i>(query by Prof. Marmik Soni)</i></span></div>",0
"During function overloading ,<br>Why the return type of the functions(that are overloaded) must be same?<br><br>in other books we had read that <br>overloading functions should have <br>1) same name(functions should exist in same class)<br>2)either the parameter type should be different&nbsp; or the no. of parameters should be different .<br><br>NOTHING ABOUT FUNCTIONS&nbsp; RETURN TYPE.<br>",0
What is difference between static and non-static block?<br>,0
what is the main difference between Netbeans 7 and Netbeans 8? Is there any new features which Netbean 8 support.<br>,0
Explain the working of Bit wise shift operators?<br>,0
Is Java is a pure OOP Language or not ? if yes&nbsp  why?,0
"    Whenever I try using IPRINT in my circuit&nbsp; as an ammeter,,I face the following problems:<br><br>1. Issues regarding the grounding,sometimes it does not accept simple gnd/gnd with pwr flag and the troubleshooting becomes impossible.<br><br>2. Even if the circuit passes ERC check,during simulation in the ngspice window,it shows some iteration where the message says gmin value reached and no proper results are obtained.<br><br>Please help me with this as I am not able to proceed wit even simple RC circuits.<br>",0
" <div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">Dear mam,</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">Greetings....</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">while going through tutorial of Python ... Students are facing problems as follows:</div><ul style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;""><li style=""margin-left: 15px;"">Mismatch in commands outputs of tutorial of level1 itself.</li><li style=""margin-left: 15px;"">difference in the version of tutorial software and software provided in CD.</li><li style=""margin-left: 15px;"">For example ... Interface prompt for very first command is different</li><li style=""margin-left: 15px;"">help commands are not running</li><li style=""margin-left: 15px;"">linspace command is not running</li><li style=""margin-left: 15px;"">tabs is not functioning</li><li style=""margin-left: 15px;"">ctrl+D command for exit is not working...</li></ul><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">I am attaching the word file with print screen of tutorial and working prompts...Pls kindly advise us the solution because studenst are not able to correlate the tutorial.</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;""><a href=""http://www.scribd.com/doc/215649725/Problems"" style=""font-family: 'Varela Round', sans-serif; font-size: 15px; line-height: 1.428571429;"">http://www.scribd.com/doc/215649725/Problems</a></div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">Regards</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">Dr Shikha</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">(Posted on behalf of Dr. Shikha Singh)</div>",0
"Hi,<div>I managed to get most of oscad working in windows 8.1.&nbsp;</div><div>Having issues in others like the following:</div><div>I cannot get the analysis Inserter to work... the cmd window keeps giving the following:</div><div><br></div><div>Traceback (most recent call last):</div><div>File ""C:/OSCAD/OSCAD/analysisInserter/convertergui.py"", line 9, in &lt;module&gt;&nbsp;</div><div>import wx</div><div><span style=""line-height: 1.428571429;"">ImporterError: No module named wx</span></div><div><br></div><div>I am a bit lost here and cannot do much simulation I guess without the analysis Inserter...</div><div><br></div><div>Any ideas...??</div>",0
"Hi,<div>I'm now following your spoken video tutorials and trying to do what is being shown in the video.</div><div>I have done exactly what is being said/shown in the video twice and still get the same result both times, the following msg comes up in the cmd window when I click the spice-&gt;ngspice converter (icon 3).</div><div><br></div><div>Traceback (most recent call last):</div><div>&nbsp; &nbsp; File ""c:/oscad/oscad/kicadtoNgspice/KicadtoNgspice.py"", line 1258, in &lt;module&gt;</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;finalNetlist=int(sys.argv[2])</div><div>ValueError: invalid literal for int() with base 10: 'circ.cir'</div><div><br></div><div>What do I do now?</div>",0
"Hi,<br><br>i done schematic after, i opend&nbsp; subcircuit editor window but it's not responding.<br><br>hepl me.<br>",0
"Sir / Madam<div><font size=""4""><br></font></div><div><span style=""color: rgb(0, 0, 0); font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; line-height: normal;""><font size=""4"">I am unable to connect wires I have tried by changing the grid size but there are some ERC errors. I have also read the book but there was not sufficient explanation.</font></span></div>",0
"
        
        Hi,<div>I drew a simple schem with an opamp, annotate, erc, checklist, analysis, and kicadtongspice all fine with cir.out and cir.ckt files created.&nbsp;</div><div><br></div><div>netlist created:</div><div><div>* EESchema Netlist Version 1.1 (Spice format) creation date: 03/04/2014 17:48:20</div><div><br></div><div>* To exclude a component from the Spice Netlist add [Spice_Netlist_Enabled] user FIELD set to: N</div><div>* To reorder the component spice node sequence add [Spice_Node_Sequence] user FIELD and define sequence: 2,1,0</div><div><br></div><div>*Sheet Name:/</div><div>X1 &nbsp;2 3 1 UA741<span class=""Apple-tab-span"" style=""white-space:pre"">		</span></div><div>R2 &nbsp;2 1 R<span class=""Apple-tab-span"" style=""white-space:pre"">		</span></div><div>R1 &nbsp;2 0 R<span class=""Apple-tab-span"" style=""white-space:pre"">		</span></div><div>v1 &nbsp;3 0 SINE<span class=""Apple-tab-span"" style=""white-space:pre"">		</span></div><div><br></div><div>.end</div></div><div><br></div><div><br></div><div>I then run the ngspice and get a ""fatal error in ngspice"" message with the following message:</div><div><br></div><div>Note: can't find init file</div><div>******</div><div>** ngspice-25 : Circuit level simulation program</div><div>** The U. C. Berkley CAD Group</div><div>** Copyright .......</div><div>******</div><div>ua741.sub: No such file or directory</div><div>Error: &nbsp;.include statement failed.</div><div><br></div><div>not sure what has happened here.. help would be appreciated.</div>
    
    ",0
&nbsp I'm unable to find transformer component. Can you please tell me in which library it is available?,0
"&nbsp;Sir,<div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;I tried creating a summing amplifier , annotation and erc are all fine. Since I had used ua741 I tried importing the subcircuit as given in the procedure in the oscad manual. When I select the subcircuit ua741 from the list and click on OK, I keep getting ""unable to import subcircuit"" . Please help with this.</div><div>Thanks!</div>",0
"Dear sir,I want to implement diode circuit using oscad.How i can change diode. Saturation current using oscad? I am using window 7 and scilab 5.4.1<br>has been installed on system.How can i use oscad and scilab ?Regards,Biren",0
"<div>Hi,</div><div><br></div><div>I am unable to open ngspice. I have made .cir.ckt and .cir.out and prompt window says ""T<span style=""line-height: 1.428571429;"">he application has failed to start because its side-by-side configuration is in</span><span style=""line-height: 1.428571429;"">correct. Please see the application event log or use the command-line sxstrace.e</span><span style=""line-height: 1.428571429;"">xe tool for more detail."" I tried it but I don't get it</span></div>",0
"<b><font size=""4"">its not my question but its suggestion to provide Linux Server Administration course based on certification .... TY diploma and Engineering students having special subject..</font></b>",1
"Dear sir,<div><br></div><div>I am not able to find&nbsp;&nbsp; Non-linear Dependent Sources and switches in kicad ,which are available in ngspice.Regards,Biren",0
"Sir,<br>&nbsp;&nbsp;&nbsp;&nbsp; I have added a button in menu bar by&nbsp; modifying the file sc/uiconfig/scalc/menubar/menubar.xmlof calc but the text background not showing. how get that text in button where the file to locate this problem....? thanx in advance. regards Rajiv<br>Pune Uni &nbsp;&nbsp; <br>",0
"<p>Hi,</p><p>I tried to use the tristate buffer IC 74LS126 in the schematic which is having 3 pins in the symbol as input, control and output and I have given proper signals at these pins, but after giving ERC it showed 2 errors as power supply terminals unconnected, even though there are no power supply terminlas (Vcc and GND) in the symbol.</p><p>Please guide me how I can make this IC work accurately in the schematic.</p><p>Thanks in advance<br><span style=""background-color: rgb(250, 250, 250); line-height: 1.428571429;"">Harish Bhat N.<br></span><span style=""background-color: rgb(250, 250, 250); line-height: 1.428571429;"">MITE Moodabidire</span></p>",0
"Hello,I attended your last workshop on OSCAD at IIT Bombay.I installed OSCAD on my office PC successfully. But When I try to run it, I am getting the following error. Traceback (most recent call last): File ""/usr/bin/oscad"", line 10, in &lt;module&gt; import ttk. ImportError: No module named ttk. Can you help me on this issue?PC details: Python version = 2.6.6 OS = Ubuntu 10.10. Thanks and Regards.",0
"HELLO ! THANX FOR YOUR TUTORIALS . THESE WERE VERY HELPFUL FOR ME.. BUT AFTER I FOUND ALL , I COULDN'T GO RIGHT WITH CHANGE PASSWORD TUTORIAL. THERE IS AN ERROR COMING ON MY SCREEN .. YOU PLEASE CHECK IT OUT... Fatal error: Function name must be a string in C:\xampp\htdocs\changepassword.php on line 195 PLEASE TELL ME WAT IS THE PROBLEM<br><br>&lt;?php<br><br><br>@$username = $_SESSION['username'];<br>@$submit=$_POST['submit'];<br>if ($username)<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp; if('submit')<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; {&nbsp;&nbsp;&nbsp; <br>&nbsp;&nbsp;&nbsp; @$oldpassword =md5($_POST['oldpassword']);<br>&nbsp;&nbsp;&nbsp; @$newpassword =md5($_POST['newpassword']);<br> @$repassword =md5($_POST['repassword']); $connect = mysql_connect(""localhost"",""root"","""");mysql_select_db(""userlogin"") or die(); $queryget = mysql_query(""SELECT password FROM users WHERE username='$username'"") or die(""couldn't connect!""); $row = mysql_fetch_assoc($queryget);$oldpassworddb = $row['password']; if($oldpassword==$oldpassworddb)  if($newpassword==$repassword) ; $querychange =mysql_query(""UPDATE users SET password='$newpassword' WHERE username='$username'""); die(""Your password has been changed. &lt;a href='mbkpage.php'&gt;Return&lt;/a&gt; back to main page""); die (""New Passwords Do Not Match"");die (""Old Passwords doesnt match"");form action='changepassword.php' method='POST'&gt;<br>&nbsp;&nbsp;&nbsp; Old Password: &lt;input type='text' name='oldpassword'&gt;&lt;p&gt;<br>&nbsp;&nbsp;&nbsp; New Password: &lt;input type='password' name='newpassword' <br> Repeat New Password: &lt;input type='password' name='repassword' ;input type='submit' name='submit' value='Change Password'&gt;; die (""you must be logged in"")",0
"After creating schematic and giving analysis details, when I clicked on 'KiCad to NgSpice', it opens it's window but it dissappears immediately after showing an error.<br>Error:&nbsp;<div>&nbsp; &nbsp; &nbsp; &nbsp; Valueerror: invalid literal for int() with base 10: 'filename.cir'</div><div><br></div><div>I encountered this error while dealing with 3 input gates. And again i got the same error while makig a project using NMOS and PMOS FET.&nbsp;</div>",0
<div>I used 3 input AND gate 74LS15 in one of my project. But the gate is only giving 0.0 output when it should give High( 5 ) and also when it should give Low(2.5e-02).</div><div>like the gate is not working.</div><div>Please help.&nbsp </div>,0
What does the following error exactly describes ?<br><br>Error: <br>&nbsp,0
"Hi,<br>Whenever I try to use P MOS, N MOS(even in a simple inverter), every time I get the error message after giving values in netlist conversion step. <br><br>Error message: ""Time step too small""<br><br>Thanks..<br>",0
"Can any one tell me that,Is there any 4 to 1 Multipexer ? And when i used the Dual-4 to 1 MUX it shows -'Unable to find the defination of Model'<div><br></div>",0
"<p>Hi,</p><p>I would like to save the schematic file and simulation result into word file can I do it directly using any options available in Oscad tool or only using screenshot, and &nbsp;then paste because if there is any tool in Oscad the schematic looks good in word document.</p><p>Thanks and Regards</p><p>Harish Bhat</p><p><br></p><p><br></p>",0
After successful creation of subckt I am unable to use it in my project. How to add it in project library? Information is not available in OSCAD book.<br>Please reply..<br>Thanks..<br>,0
"The narrator says ""click on the stroke paint tab and then the rectangle"".&nbsp; She meant ""click on the selection tool and then the rectangle"".&nbsp; This is a minor mistake and hence possibly can be left alone, as by now, the learner may know what is meant.&nbsp; <br><br>This should be corrected at least in the dubbing.<br>",0
"""You can increase or decrease the outline using the Stroke Style tab"" is indirect and makes it difficult to understand, as this activity is being introduced first time.&nbsp; The adopted sequence shows the action first and then tell how to do it.&nbsp; The viewer has to rewind once or twice more to understand what is being done.&nbsp; As the reader has to do the above activity in reverse direction, I call this ""reverse direction"" style or ""indirect direction"" style.&nbsp; This style should be avoided when a new topic is introduced to make it friendly to the beginners.<br><br>Instead, the narrator should say something like the following: ""We will next show how to increase the thickness of the outline.&nbsp; Press the stroke style tab.&nbsp; Using the arrow keys, one can increase or decrease the tab."" I call this the ""direct narration""",0
"I had difficulty in zooming the free hand drawing.&nbsp; When I zoomed (using Command + in my Mac OS X system), the focus went away and the free hand drawing disappeared from the screen.&nbsp; I had to really struggle scrolling to locate the drawing again.<br><br>It will be nice if there is a way to maintain the focus and then zoom.&nbsp; Is such a feature available in Inkscape?<br>",0
"From 13:24 to 13:37, the circle is shown wrongly.&nbsp; I was wondering why while discussing the free hand drawing, suddenly the focus shifted to the circle.&nbsp; After rewinding and listening to the video three or four times, I realised that the focus was still on the free hand drawing.<br>",0
"How to get .ic analysis?<div>Because i m not getting proper output in IC555 Astable multivibrator.I have reffered the example given in oscad 'Examples' in that analysis file their is addiotional term given as (.ic v(3)=0), which is not coming in my file of analysis.&nbsp;</div>",0
Can you please tell me whether &nbsp IC-74121 is working or no?,0
"<div>Why i am getting such kind of clock pulse?even though i have given the values correctly,it dosent happen often but since few examples i am getting such kind of clock pulse.Also the output of the circuit is getting simulated correctly.</div><div>Given below is the screen shot of clock pulse. &nbsp;</div><div><br></div>https://www.dropbox.com/s/jkmjkcatgee6ygv/Screenshot%20from%202014-05-08%2010%5E%2534%5E%2514.png",0
"Is there any tool to find the I/O Resistance in any circuit.<div>Eg;&nbsp;</div><div>In Voltage-Series Feedback circuit using UA741, How to find the feedback resistance ( Rif and Rof ) ?</div><div>In a question it is asked to find out Avf,Rof,Rif for a given feedback circuit ?</div>",0
"Dear Sir or Madam, I downloaded and installed oscad on my linux PC: kubuntu 13.10/64 bit. I
 can run the program by typing python forntEnd/oscad.py . I could not 
create a desktop shortcut since /root/Desktop does not exists on my 
System. Anyway I do manage to run oscad, but when I run an example 
(nodalExample_plot) after generating the netlisst, then analysis 
inserter, then when i try Netlist converter I get the following on the 
console terminal:sh: 1: xterm: not found. Could you please let me know what can I do to stop this error. Many thanks in advance and greetings from Panama.",0
"<p>I have installed the MinGW application on my windows system, on typing the command ""gcc -v"", instead of displaying version details, my command prompt is showing some internal command error (not accepting the command), may i know the solution for the problem?</p><p>I would also like to know the further procedure for the execution of the programs!</p><p>Thankyou!</p>",0
"Dear Sir/Madam<div>&nbsp; &nbsp; &nbsp; Thank you so much for the spoken tutorial, It was very helpful in learning a new software in a short span of time with good Assignments and a clear explanation in each session. I have certain doubts regarding Assignment questions.</div><div>1. In Polynomial Assignment Question number 2. I was not able to compare the two vectors. I have taken 1X5 vectors for a1 and a2 the resultant vector out of convolution of a1 and a2 was same as that of the product of a1 and a2 but when the comparison is made between the two vectors the first two values comes out as they are not equal whereas the rest 3 values comes as equal.</div><div>For this comparison purpose i have used a if loop inside a for loops.</div><div>2.similarly the tolerance value in the clear command&nbsp;</div><div>pls give me a explanation regarding clear(A,epsa)</div><div>3.Is there any command to get input of the variable at the time of execution? like input()..</div><div><br></div>",0
Can you please tell me where I can find the voltage controlled and current controlled switches in Oscad?,0
"RESPECTED SIR,<br><br>I WANT TO INITIALIZE INDUCTOR AND CAPACITOR WITH SOME INITIAL CURRENT AND VOLTAGE. HOW CAN I DO THIS?<br>After that I want to solve the first order or second order circuit for the current or voltage solution.is it possible on OSCAD? <br>",0
is it possible to edit parameters of capacitors and resistors? How do i assign an initial voltage to a capacitor?,0
"Sir,<div><br></div><div>How do I perform DC nested sweep analysis? The problem that I'm trying to solve requires varying the collector-emitter voltage and the base current in steps in a BJT analysis circuit.</div>",0
"Dear sir,<div><br></div><div>How can i see node number in kicad schematic?</div><div><br></div><div>Regards,</div><div>Biren</div>",0
"Dear sir,<div><br></div><div>I need to create a sub circuit ,which use 9 ports.Port component has only 8 ports.How can i create a sub circuit?I am trying to implement 4to1 multiplexer which need 9 pins.</div><div><br></div><div>Regards,</div><div>Biren&nbsp;</div>",0
"<span style=""font-size: medium; line-height: 22.85714340209961px;"">HOW TO GENERATE&nbsp;</span><span style=""font-size: medium; line-height: 22.85714340209961px;"">SCILAB COMPATIBLE NETLIST(.CIR.CKT) USING OSCAD TOOLS?</span>",0
"I want to use a switch which can open and closed at some time instants.<div>So that when it is closed it is almost like Zero resistance and <span style=""line-height: 1.428571429;"">when it is</span>opened<span style=""line-height: 1.428571429;"">it is having infinite resistance.</span></div>",0
Is it possible to find out di/dt and (d^2) i / (dt)^2 at some time instants . for ex. in network analysis there are problems for finding out current and voltage at t=0+ and also the 1st and 2nd derivative of current and voltage at t=0+.,0
Is it possible to find out di/dt and (d^2) i / (dt)^2 at some time \r\ninstants . for ex. in network analysis there are problems for finding \r\nout current and voltage at t=0+ and also the 1st and 2nd derivative of \r\ncurrent and voltage at t=0+<br><br>THE EARLIER ANSWER WILL NOT WORK FOR ME SINCE CHANGE IN CURRENT AND VOLTAGE AT A PARTICULAR TIME INSTANT . SO IT WILL BE A CONSTANT VALUE .FOR EX dI/dt at t=0+. So direct differentiation OF CURRENT will not give me the answer.<br>&nbsp IF YOU ARE NOT GETTING I CAN SEND THE SOLVED PROBLEM FROM THE BOOK.<br>&nbsp <br>,0
"I downloaded Oscad once again and reinstalled it. Whenever i click on analysis inserter an error appears on the terminal as ""unregistered class failed with error 0x00000584 &lt;class still has open windows&gt;. How can I correct this?<div><br></div>",0
How can I perform DC nested sweep analysis for a list of values?<div>For example: DC sweep for V= 5V 20V 30V  I = 50mA 100mA 150mA,0
"Can we define model parameters of resistor, inductor and capacitor in OSCAD and how to change the operating temperature?",0
"Sir,<div><br></div><div>I changed the parameters of the JFET using model builder but I do not get the output graph of current. Ngspice window says unrecognised model parameter. What could be the reason? Project file link :&nbsp;<a href=""https://drive.google.com/file/d/0B9lSgysdbrbATVZjclpsekRmc1E/edit?usp=sharing"" title=""example 9.2"" target="""">example 9.2</a></div>",0
"Sir,<div><br></div><div>I tried using tf v(5) v1 for doing transfer function analysis using the ngspice window. It said Doing analysis. But then the values were not printed. Should I use any other command to get the input, output resistance and other values?</div>",0
"<p>Hi,</p><p>There is a library named DEVICE and all the power electronic devices like SCR,THYRISTOR and TRANSFORMERS are available in that library. But none of these devices are working. Can you tell me what care I have to take to make these devices to work.</p><p>Regards</p><p>Harish Bhat</p><p>MITE Moodabidri</p>",0
"Sir,<div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Voltage controlled switch Sbreak in Pspice is used in one of the problems I am trying to solve using Oscad. In Sbreak there are four different terminals two of which are grounded and two other connected to circuit. When I ground one of the pins of component ""Analog switch"" I get an ERC error. How do I avoid this?&nbsp;</div><div><br></div><div>And what do the three terminals in component ""Analog switch"" correspond to the four terminals of Sbreak?</div>",0
why you didn't include .h in header file&lt iostream&gt  ??<br>we can use without it ?<br>,0
